TransactionDate,StationName,PassengerCount,DayType,DateOfWeek,DayNumberOfMonth,MonthPeriod,MonthNumberOfYear,CalendarQuater,Interest_Agriculture,Interest_Books,Interest_Business,Interest_Education,Interest_Family,Interest_Fasion,Interest_Foods,Interest_General,Interest_Health,Interest_IT,Interest_Residence,Interest_Seminar,Interest_Sports,Interest_Travel,Interest_Vehnicle,EventsGroup_Agriculture,EventsGroup_Books,EventsGroup_Business,EventsGroup_Education,EventsGroup_Family,EventsGroup_Fasion,EventsGroup_Foods,EventsGroup_General,EventsGroup_Health,EventsGroup_IT,EventsGroup_Residence,EventsGroup_Seminar,EventsGroup_Sports,EventsGroup_Travel,EventsGroup_Vehnicle,Interest_Total,Events_Total
2017-01-26,Queen Sirikit National Convention Centre,1404,WD,Thursday,26,Late,1,1,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1685,1
2017-01-27,Queen Sirikit National Convention Centre,1169,WD,Friday,27,Late,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,Queen Sirikit National Convention Centre,352,WE,Saturday,28,Late,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,Queen Sirikit National Convention Centre,274,WE,Sunday,29,Late,1,1,0,0,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1203,1
2017-01-30,Queen Sirikit National Convention Centre,1188,WD,Monday,30,Late,1,1,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1938,1
2017-01-31,Queen Sirikit National Convention Centre,1345,WD,Tuesday,31,Late,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,Queen Sirikit National Convention Centre,1454,WE,Wednesday,1,Early,2,1,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1938,1
2017-02-02,Queen Sirikit National Convention Centre,1627,WE,Thursday,2,Early,2,1,0,1878,0,0,3100,0,0,3475,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,8453,3
2017-02-03,Queen Sirikit National Convention Centre,1595,WE,Friday,3,Early,2,1,0,1878,0,0,3100,0,0,5102,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10080,3
2017-02-04,Queen Sirikit National Convention Centre,615,PH,Saturday,4,Early,2,1,0,1878,0,1511,3100,0,0,5102,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,11591,4
2017-02-05,Queen Sirikit National Convention Centre,441,PH,Sunday,5,Early,2,1,0,1878,0,1511,3100,0,0,5102,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,11591,4
2017-02-06,Queen Sirikit National Convention Centre,1359,WE,Monday,6,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-07,Queen Sirikit National Convention Centre,1489,WE,Tuesday,7,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,1
2017-02-08,Queen Sirikit National Convention Centre,1444,WE,Wednesday,8,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-09,Queen Sirikit National Convention Centre,2066,WE,Thursday,9,Mid,2,1,0,0,0,0,0,0,0,3431,0,9498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12929,2
2017-02-10,Queen Sirikit National Convention Centre,1954,WE,Friday,10,Mid,2,1,0,0,0,0,0,0,0,3431,0,9498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12929,2
2017-02-11,Queen Sirikit National Convention Centre,1047,PH,Saturday,11,Mid,2,1,0,0,0,0,0,0,0,3431,0,9498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12929,2
2017-02-12,Queen Sirikit National Convention Centre,943,PH,Sunday,12,Mid,2,1,0,0,0,0,0,0,0,3431,0,9498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12929,2
2017-02-13,Queen Sirikit National Convention Centre,287,WD,Monday,13,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-14,Queen Sirikit National Convention Centre,1434,WE,Tuesday,14,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-15,Queen Sirikit National Convention Centre,2071,WE,Wednesday,15,Mid,2,1,0,0,0,0,0,0,0,3812,0,0,0,0,0,12174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15986,2
2017-02-16,Queen Sirikit National Convention Centre,2030,WE,Thursday,16,Mid,2,1,0,0,0,0,0,0,0,3812,0,0,0,0,3582,12174,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,19568,3
2017-02-17,Queen Sirikit National Convention Centre,2044,WE,Friday,17,Mid,2,1,0,0,0,0,0,0,0,3812,0,0,0,0,3582,12174,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,19568,3
2017-02-18,Queen Sirikit National Convention Centre,1238,PH,Saturday,18,Mid,2,1,0,0,0,0,0,0,0,3812,0,0,0,0,3582,12174,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,19568,3
2017-02-19,Queen Sirikit National Convention Centre,1078,PH,Sunday,19,Mid,2,1,0,0,0,0,0,0,0,3812,0,0,0,0,3582,12174,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,19568,3
2017-02-20,Queen Sirikit National Convention Centre,1321,WE,Monday,20,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-21,Queen Sirikit National Convention Centre,1398,WE,Tuesday,21,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-22,Queen Sirikit National Convention Centre,1302,WE,Wednesday,22,Mid,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-23,Queen Sirikit National Convention Centre,1368,WE,Thursday,23,Mid,2,1,0,0,0,0,0,0,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4852,1
2017-02-24,Queen Sirikit National Convention Centre,1453,WE,Friday,24,Mid,2,1,0,0,3618,0,0,0,4852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8470,2
2017-02-25,Queen Sirikit National Convention Centre,493,PH,Saturday,25,Late,2,1,0,0,3618,0,0,0,4852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8470,2
2017-02-26,Queen Sirikit National Convention Centre,390,PH,Sunday,26,Late,2,1,0,0,3618,0,0,0,4852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8470,2
2017-02-27,Queen Sirikit National Convention Centre,1297,WE,Monday,27,Late,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-28,Queen Sirikit National Convention Centre,1506,WE,Tuesday,28,Late,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,Queen Sirikit National Convention Centre,1415,WE,Wednesday,1,Early,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-02,Queen Sirikit National Convention Centre,2161,WE,Thursday,2,Early,3,1,0,0,0,0,0,3335,0,1923,0,0,0,0,3872,25640,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,34770,4
2017-03-03,Queen Sirikit National Convention Centre,2171,WE,Friday,3,Early,3,1,0,0,0,0,0,3335,0,1923,0,0,0,0,3872,25640,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,34770,4
2017-03-04,Queen Sirikit National Convention Centre,1262,WD,Saturday,4,Early,3,1,0,0,0,0,0,3335,0,1923,0,0,0,0,3872,25640,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,34770,4
2017-03-05,Queen Sirikit National Convention Centre,1198,WD,Sunday,5,Early,3,1,0,0,0,0,0,3335,0,1923,0,0,0,0,3872,25640,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,34770,4
2017-03-06,Queen Sirikit National Convention Centre,1363,WE,Monday,6,Mid,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-07,Queen Sirikit National Convention Centre,1376,WE,Tuesday,7,Mid,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-08,Queen Sirikit National Convention Centre,1329,WE,Wednesday,8,Mid,3,1,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1938,1
2017-03-09,Queen Sirikit National Convention Centre,1479,WE,Thursday,9,Mid,3,1,0,0,0,0,0,0,0,0,0,0,21597,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23535,2
2017-03-10,Queen Sirikit National Convention Centre,1547,WE,Friday,10,Mid,3,1,0,0,2532,0,0,0,0,0,0,0,21597,1938,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,26067,3
2017-03-11,Queen Sirikit National Convention Centre,594,WD,Saturday,11,Mid,3,1,0,0,0,0,0,0,0,0,0,0,21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21597,1
2017-03-12,Queen Sirikit National Convention Centre,431,WD,Sunday,12,Mid,3,1,0,0,0,0,0,0,0,0,0,0,21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21597,1
2017-03-13,Queen Sirikit National Convention Centre,1260,WE,Monday,13,Mid,3,1,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,919,1
2017-03-14,Queen Sirikit National Convention Centre,1303,WE,Tuesday,14,Mid,3,1,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,919,1
2017-03-15,Queen Sirikit National Convention Centre,1356,WE,Wednesday,15,Mid,3,1,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,919,1
2017-03-16,Queen Sirikit National Convention Centre,1679,WE,Thursday,16,Mid,3,1,0,0,0,0,0,0,0,0,0,13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13481,1
2017-03-17,Queen Sirikit National Convention Centre,1757,WE,Friday,17,Mid,3,1,0,0,0,0,0,0,0,0,0,13481,0,0,0,0,3265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16746,2
2017-03-18,Queen Sirikit National Convention Centre,827,WD,Saturday,18,Mid,3,1,0,0,0,0,0,0,0,0,0,13481,0,0,0,0,3265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16746,2
2017-03-19,Queen Sirikit National Convention Centre,620,WD,Sunday,19,Mid,3,1,0,0,0,0,0,0,0,0,0,13481,0,0,0,0,3265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16746,2
2017-03-20,Queen Sirikit National Convention Centre,1385,WE,Monday,20,Mid,3,1,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1498,1
2017-03-21,Queen Sirikit National Convention Centre,1430,WE,Tuesday,21,Mid,3,1,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1498,1
2017-03-22,Queen Sirikit National Convention Centre,1373,WE,Wednesday,22,Mid,3,1,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2199,1
2017-03-23,Queen Sirikit National Convention Centre,1399,WE,Thursday,23,Mid,3,1,0,0,0,2199,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3316,2
2017-03-24,Queen Sirikit National Convention Centre,1332,WE,Friday,24,Mid,3,1,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2199,1
2017-03-25,Queen Sirikit National Convention Centre,360,WD,Saturday,25,Late,3,1,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,819,1
2017-03-26,Queen Sirikit National Convention Centre,283,WD,Sunday,26,Late,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1159,1
2017-03-27,Queen Sirikit National Convention Centre,1295,WE,Monday,27,Late,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-28,Queen Sirikit National Convention Centre,1516,WE,Tuesday,28,Late,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-29,Queen Sirikit National Convention Centre,1816,WE,Wednesday,29,Late,3,1,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-03-30,Queen Sirikit National Convention Centre,2184,WE,Thursday,30,Late,3,1,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-03-31,Queen Sirikit National Convention Centre,2296,WE,Friday,31,Late,3,1,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-01,Queen Sirikit National Convention Centre,1631,WE,Saturday,1,Early,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-02,Queen Sirikit National Convention Centre,1339,WE,Sunday,2,Early,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-03,Queen Sirikit National Convention Centre,2120,PH,Monday,3,Early,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-04,Queen Sirikit National Convention Centre,2059,PH,Tuesday,4,Early,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-05,Queen Sirikit National Convention Centre,2278,PH,Wednesday,5,Early,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-06,Queen Sirikit National Convention Centre,1571,WD,Thursday,6,Mid,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-07,Queen Sirikit National Convention Centre,2074,PH,Friday,7,Mid,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-08,Queen Sirikit National Convention Centre,5475,WE,Saturday,8,Mid,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-09,Queen Sirikit National Convention Centre,4582,WE,Sunday,9,Mid,4,2,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,1
2017-04-10,Queen Sirikit National Convention Centre,1876,PH,Monday,10,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-11,Queen Sirikit National Convention Centre,2013,PH,Tuesday,11,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-12,Queen Sirikit National Convention Centre,1667,PH,Wednesday,12,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-13,Queen Sirikit National Convention Centre,509,WD,Thursday,13,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-14,Queen Sirikit National Convention Centre,473,WD,Friday,14,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-15,Queen Sirikit National Convention Centre,455,WE,Saturday,15,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-16,Queen Sirikit National Convention Centre,441,WE,Sunday,16,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-17,Queen Sirikit National Convention Centre,1105,WD,Monday,17,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-18,Queen Sirikit National Convention Centre,1971,PH,Tuesday,18,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-19,Queen Sirikit National Convention Centre,4022,PH,Wednesday,19,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-20,Queen Sirikit National Convention Centre,3853,PH,Thursday,20,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-21,Queen Sirikit National Convention Centre,2267,PH,Friday,21,Mid,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-22,Queen Sirikit National Convention Centre,1053,WE,Saturday,22,Mid,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-23,Queen Sirikit National Convention Centre,797,WE,Sunday,23,Mid,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-24,Queen Sirikit National Convention Centre,2186,PH,Monday,24,Mid,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-25,Queen Sirikit National Convention Centre,2182,PH,Tuesday,25,Late,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-26,Queen Sirikit National Convention Centre,2288,PH,Wednesday,26,Late,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-27,Queen Sirikit National Convention Centre,2293,PH,Thursday,27,Late,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-28,Queen Sirikit National Convention Centre,2390,PH,Friday,28,Late,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-29,Queen Sirikit National Convention Centre,1137,WE,Saturday,29,Late,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-04-30,Queen Sirikit National Convention Centre,920,WE,Sunday,30,Late,4,2,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8793,1
2017-05-01,Queen Sirikit National Convention Centre,945,WE,Monday,1,Early,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
